X,Y,Z,XDelta,YDelta,HeadingDelta,GammaDelta
-600.834044469831,-953.535131770001,34.5658466103637,-980,-1000,20.3490658503989,9.4764012244017
-610.812095931151,-954.757891460264,35.0852609599437,-980,-1000,20.3490658503989,9.4764012244017
-620.790147392471,-955.980651150528,35.6046753095237,-980,-1000,20.3490658503989,9.4764012244017
-630.768198853792,-957.203410840791,36.1240896591036,-980,-1000,20.3490658503989,9.4764012244017
-640.746250315112,-958.426170531054,36.6435040086836,-980,-1000,20.3490658503989,9.4764012244017
-650.724301776432,-959.648930221317,37.1629183582636,-980,-1000,20.3490658503989,9.4764012244017
-660.702353237752,-960.87168991158,37.6823327078435,-980,-1000,20.3490658503989,9.4764012244017
-670.680404699072,-962.094449601843,38.2017470574235,-980,-1000,20.3490658503989,9.4764012244017
-680.658456160393,-963.317209292106,38.7211614070034,-980,-1000,20.3490658503989,9.4764012244017
-690.636507621713,-964.539968982369,39.2405757565834,-980,-1000,20.3490658503989,9.4764012244017
-700.614559083033,-965.762728672633,39.7599901061634,-980,-1000,20.3490658503989,9.4764012244017
-710.592610544353,-966.985488362896,40.2794044557433,-980,-1000,20.3490658503989,9.4764012244017
-720.570662005674,-968.208248053159,40.7988188053233,-980,-1000,20.3490658503989,9.4764012244017
-730.548713466994,-969.431007743422,41.3182331549033,-980,-1000,20.3490658503989,9.4764012244017
-740.526764928314,-970.653767433685,41.8376475044832,-980,-1000,20.3490658503989,9.4764012244017
-750.504816389634,-971.876527123948,42.3570618540632,-980,-1000,20.3490658503989,9.4764012244017
-760.482867850955,-973.099286814211,42.8764762036432,-980,-1000,20.3490658503989,9.4764012244017
-770.460919312275,-974.322046504474,43.3958905532231,-980,-1000,20.3490658503989,9.4764012244017
-780.438970773595,-975.544806194738,43.9153049028031,-980,-1000,20.3490658503989,9.4764012244017
-790.417022234915,-976.767565885001,44.4347192523831,-980,-1000,20.3490658503989,9.4764012244017
-800.395073696236,-977.990325575264,44.954133601963,-980,-1000,20.3490658503989,9.4764012244017
-810.373125157556,-979.213085265527,45.473547951543,-980,-1000,20.3490658503989,9.4764012244017
-820.351176618876,-980.43584495579,45.9929623011229,-980,-1000,20.3490658503989,9.4764012244017
-830.329228080196,-981.658604646053,46.5123766507029,-980,-1000,20.3490658503989,9.4764012244017
-840.307279541517,-982.881364336316,47.0317910002829,-980,-1000,20.3490658503989,9.4764012244017
-850.285331002837,-984.104124026579,47.5512053498628,-980,-1000,20.3490658503989,9.4764012244017
-860.263382464157,-985.326883716843,48.0706196994428,-980,-1000,20.3490658503989,9.4764012244017
-870.241433925477,-986.549643407106,48.5900340490228,-980,-1000,20.3490658503989,9.4764012244017
-880.219485386797,-987.772403097369,49.1094483986027,-980,-1000,20.3490658503989,9.4764012244017
-890.197536848118,-988.995162787632,49.6288627481827,-980,-1000,20.3490658503989,9.4764012244017
-900.175588309438,-990.217922477895,50.1482770977627,-980,-1000,20.3490658503989,9.4764012244017
-910.153639770758,-991.440682168158,50.6676914473426,-980,-1000,20.3490658503989,9.4764012244017
-920.131691232079,-992.663441858421,51.1871057969226,-980,-1000,20.3490658503989,9.4764012244017
-930.109742693399,-993.886201548684,51.7065201465026,-980,-1000,20.3490658503989,9.4764012244017
-940.087794154719,-995.108961238947,52.2259344960825,-980,-1000,20.3490658503989,9.4764012244017
-950.065845616039,-996.331720929211,52.7453488456625,-980,-1000,20.3490658503989,9.4764012244017
-960.043897077359,-997.554480619474,53.2647631952425,-980,-1000,20.3490658503989,9.4764012244017
-970.02194853868,-998.777240309737,53.7841775448224,-980,-1000,20.3490658503989,9.4764012244017
-980,-1000,54.3035918944024,-980,-1000,20.3490658503989,9.4764012244017
0,-1000,0,-960,-1000,20.3490658503989,9.4764012244017
0.20069362401108,-989.613284730786,0.537014807490323,-960,-1000,20.3490658503989,9.4764012244017
-0.677278984139264,-979.261797102732,1.07402961498065,-960,-1000,20.3490658503989,9.4764012244017
-2.6244423812843,-969.057254647567,1.61104442247097,-960,-1000,20.3490658503989,9.4764012244017
-5.61978197547133,-959.109789004001,2.14805922996129,-960,-1000,20.3490658503989,9.4764012244017
-9.63097082412122,-949.526757331565,2.68507403745162,-960,-1000,20.3490658503989,9.4764012244017
-14.6147185197504,-940.411583667792,3.22208884494194,-960,-1000,20.3490658503989,9.4764012244017
-20.5172383979357,-931.862642733263,3.75910365243226,-960,-1000,20.3490658503989,9.4764012244017
-27.2748280252222,-923.972198230979,4.29611845992259,-960,-1000,20.3490658503989,9.4764012244017
-34.8145567021065,-916.825407098352,4.83313326741291,-960,-1000,20.3490658503989,9.4764012244017
-43.0550525612806,-910.499400458348,5.37014807490323,-960,-1000,20.3490658503989,9.4764012244017
-51.9073807664478,-905.062451188543,5.90716288239356,-960,-1000,20.3490658503989,9.4764012244017
-61.2760033338229,-900.573237092011,6.44417768988388,-960,-1000,20.3490658503989,9.4764012244017
-71.0598102175307,-897.080207622231,6.9811924973742,-960,-1000,20.3490658503989,9.4764012244017
-81.1532105309988,-894.621060996567,7.51820730486453,-960,-1000,20.3490658503989,9.4764012244017
-91.4472721274369,-893.222337341526,8.05522211235485,-960,-1000,20.3490658503989,9.4764012244017
-101.830897240575,-892.899132260746,8.59223691984517,-960,-1000,20.3490658503989,9.4764012244017
-112.192021497663,-893.65493391701,9.12925172733549,-960,-1000,20.3490658503989,9.4764012244017
-122.166233009456,-894.906052341516,9.64864947593736,-960,-1000,20.3490658503989,9.4764012244017
-132.140444521248,-896.157170766022,10.1680472245392,-960,-1000,20.3490658503989,9.4764012244017
-142.11465603304,-897.408289190527,10.6874449731411,-960,-1000,20.3490658503989,9.4764012244017
-152.088867544832,-898.659407615033,11.206842721743,-960,-1000,20.3490658503989,9.4764012244017
-162.063079056624,-899.910526039539,11.7262404703448,-960,-1000,20.3490658503989,9.4764012244017
-172.037290568416,-901.161644464045,12.2456382189467,-960,-1000,20.3490658503989,9.4764012244017
-182.011502080209,-902.41276288855,12.7650359675486,-960,-1000,20.3490658503989,9.4764012244017
-191.985713592001,-903.663881313056,13.2844337161504,-960,-1000,20.3490658503989,9.4764012244017
-201.959925103793,-904.914999737562,13.8038314647523,-960,-1000,20.3490658503989,9.4764012244017
-211.934136615585,-906.166118162068,14.3232292133542,-960,-1000,20.3490658503989,9.4764012244017
-221.908348127377,-907.417236586573,14.8426269619561,-960,-1000,20.3490658503989,9.4764012244017
-231.88255963917,-908.668355011079,15.3620247105579,-960,-1000,20.3490658503989,9.4764012244017
-241.856771150962,-909.919473435585,15.8814224591598,-960,-1000,20.3490658503989,9.4764012244017
-251.830982662754,-911.170591860091,16.4008202077617,-960,-1000,20.3490658503989,9.4764012244017
-261.805194174546,-912.421710284596,16.9202179563635,-960,-1000,20.3490658503989,9.4764012244017
-271.779405686338,-913.672828709102,17.4396157049654,-960,-1000,20.3490658503989,9.4764012244017
-281.753617198131,-914.923947133608,17.9590134535673,-960,-1000,20.3490658503989,9.4764012244017
-291.727828709923,-916.175065558114,18.4784112021691,-960,-1000,20.3490658503989,9.4764012244017
-301.702040221715,-917.426183982619,18.997808950771,-960,-1000,20.3490658503989,9.4764012244017
-311.676251733507,-918.677302407125,19.5172066993729,-960,-1000,20.3490658503989,9.4764012244017
-321.650463245299,-919.928420831631,20.0366044479747,-960,-1000,20.3490658503989,9.4764012244017
-331.624674757092,-921.179539256137,20.5560021965766,-960,-1000,20.3490658503989,9.4764012244017
-341.598886268884,-922.430657680643,21.0753999451785,-960,-1000,20.3490658503989,9.4764012244017
-351.573097780676,-923.681776105148,21.5947976937804,-960,-1000,20.3490658503989,9.4764012244017
-361.547309292468,-924.932894529654,22.1141954423822,-960,-1000,20.3490658503989,9.4764012244017
-371.52152080426,-926.18401295416,22.6335931909841,-960,-1000,20.3490658503989,9.4764012244017
-381.495732316053,-927.435131378666,23.152990939586,-960,-1000,20.3490658503989,9.4764012244017
-391.469943827845,-928.686249803171,23.6723886881878,-960,-1000,20.3490658503989,9.4764012244017
-401.444155339637,-929.937368227677,24.1917864367897,-960,-1000,20.3490658503989,9.4764012244017
-411.418366851429,-931.188486652183,24.7111841853916,-960,-1000,20.3490658503989,9.4764012244017
-421.392578363221,-932.439605076689,25.2305819339934,-960,-1000,20.3490658503989,9.4764012244017
-431.366789875014,-933.690723501194,25.7499796825953,-960,-1000,20.3490658503989,9.4764012244017
-441.341001386806,-934.9418419257,26.2693774311972,-960,-1000,20.3490658503989,9.4764012244017
-451.315212898598,-936.192960350206,26.788775179799,-960,-1000,20.3490658503989,9.4764012244017
-461.28942441039,-937.444078774712,27.3081729284009,-960,-1000,20.3490658503989,9.4764012244017
-471.263635922182,-938.695197199218,27.8275706770028,-960,-1000,20.3490658503989,9.4764012244017
-481.237847433975,-939.946315623723,28.3469684256047,-960,-1000,20.3490658503989,9.4764012244017
-491.212058945767,-941.197434048229,28.8663661742065,-960,-1000,20.3490658503989,9.4764012244017
-501.186270457559,-942.448552472735,29.3857639228084,-960,-1000,20.3490658503989,9.4764012244017
-511.160481969351,-943.699670897241,29.9051616714103,-960,-1000,20.3490658503989,9.4764012244017
-521.134693481143,-944.950789321746,30.4245594200121,-960,-1000,20.3490658503989,9.4764012244017
